,Price,Title,Visitors,Beds,Bedrooms,Baths,Guest Favorite,Superhost,Review Index,Number of reviews,Host Name,Characteristics,Latitude,Longitude
223,€ 49 ,Harmony studio with terrace.,3 guests · ,, · 1 bedroom · , · 1 bath,,Superhost · ,5.0,4 reviews,Hosted by Nikolaos,"Self check-in, Nikolaos is a Superhost, Great location",40.631166,22.9442399
224,€ 79 ,Horizon View Kalamaria,4 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,5.0,9,Hosted by Matoula,"Great for remote work, Self check-in, Matoula is a Superhost",40.5787,22.9454
225,€ 88 ,Heaven on the 7th (Aparment A),5 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,,,5.0,4 reviews,Hosted by Panos,"Self check-in, Great location, Free cancellation before 1:00 PM on March 26",40.620769,22.952883
226,€ 57 ,Penthouse Apartment 1# MODERN penthouse APARTMENT,4 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,,Superhost · ,4.96,23 reviews,Hosted by Παναγιωτης,"Self check-in, Παναγιωτης is a Superhost, Free cancellation before 10:00 AM on March 27",40.603,22.9689
227,€ 46 ,ifestos By Socrates Junior Houses,3 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,,Superhost · ,New,Show moreShow more. Open host profile.,Hosted by Socrates Junior Houses,"Self check-in, Socrates Junior Houses is a Superhost, Free cancellation before March 31",40.6431227,22.939386
228,€ 50 ,Urban Loft II,3 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.97,154,Hosted by Γιώργος,"Dedicated workspace, Self check-in, Γιώργος is a Superhost",40.63675,22.95583
229,€ 35 ,Escape ... in style // Downtown Seaside Gate_306,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,,Superhost · ,4.84,353 reviews,Hosted by Mike,"Great for remote work, Self check-in, Free cancellation for 48 hours",40.6318,22.9417
230,€ 92 ,#Sunshine: City centre family retreat,4 guests · , · 3 beds · , · 2 bedrooms · , · 1 bath,,,5.0,5 reviews,Hosted by Halu!,"Dedicated workspace, Self check-in, Free cancellation before 2:00 PM on March 27",40.63515,22.94939
231,€ 94 ,FeliCity:Accessible/Comfortable Loft_Thessaloniki,6 guests · , · 3 beds · , · 1 bedroom · , · 1.5 baths,,Superhost · ,5.0,19 reviews,Hosted by Despina,"Dedicated workspace, Self check-in, Despina is a Superhost",40.6387,22.9372
232,€ 49 ,"Adelle Studio #31, The Luxury Suites",3 guests · , · 2 beds · ,, · 1 bath,,,4.56,43 reviews,Hosted by The Luxury Suites,"Self check-in, Great communication, Free cancellation before 2:00 PM on March 27",40.63775,22.93937
233,€ 77 ,Soul - the vibe of the city,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.94,36,Hosted by Manos,"Dedicated workspace, Self check-in, Free cancellation before April 18",40.6318,22.9463
234,€ 43 ,Modern apartment.,4 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,5.0,38,Hosted by Κωνσταντίνος,"Fast wifi, Κωνσταντίνος is a Superhost, Free cancellation before April 1",40.61469,22.98336
235,€ 126 ,#URBN - City Pulse Apartment,5 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,5.0,5,Hosted by Asset,"Asset is a Superhost, Great location, Free cancellation before April 4",40.6288,22.9496
236,€ 59 ,Unique Skyview Penthouse - Downtown,4 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.97,157,Hosted by Erik,"Self check-in, Erik is a Superhost, Free cancellation before April 29",40.63384,22.94883
237,€ 38 ,Escape ... in style // Downtown Seaside Gate_303,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,,Superhost · ,4.74,269 reviews,Hosted by Mike,"Fast wifi, Self check-in, Free cancellation for 48 hours",40.6318,22.9417
238,€ 52 ,Magenta Ruby #FREE Parking#,3 guests · ,, · 1 bedroom · , · 1 bath,"Guest
favorite",,5.0,8,Hosted by Foteini,"Self check-in, Great location, Free cancellation before May 11",40.6406934,22.9478825
239,€ 65 ,Just by the White Tower,6 guests · , · 3 beds · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.95,166,Hosted by Artemis,"Self check-in, Artemis is a Superhost, Free cancellation before April 6",40.6296,22.9502
240,€ 144 ,Luxury Downtown Apartment C2,5 guests · , · 3 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,5.0,58,Hosted by Kinfeel North,"Great for remote work, Self check-in, Free cancellation for 48 hours",40.6334,22.9443
241,€ 63 ,Cloud9-skg,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",,5.0,6,Hosted by Savvas,"Self check-in, Great location, Free cancellation for 48 hours",40.6353,22.9353
242,€ 69 ,"Deluxe Apartment Pylaia, SKG",5 guests · , · 3 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,4.96,23,Hosted by Ioannis,"Great for remote work, Self check-in, Ioannis is a Superhost",40.6109,22.9841
243,€ 40 ,Thanos Luxurious Apartment,3 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,5.0,14,Hosted by Thanos,"Self check-in, Thanos is a Superhost, Great location",40.61918,22.95905
244,€ 82 ,'' D 'Esperey Urban Stay' ',4 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,,,New,2 reviews,Hosted by Monica,"Fast wifi, Free cancellation before April 8",40.6285,22.9525
245,€ 190 ,AiR Waterfront Nikis Apartment,8 guests · , · 5 beds · , · 3 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,4.93,190,Hosted by Architecture In Residence,"Dedicated workspace, Architecture In Residence is a Superhost, Free cancellation for 48 hours",40.6301,22.9436
246,€ 49 ,Harmony studio with terrace.,3 guests · ,, · 1 bedroom · , · 1 bath,,Superhost · ,5.0,4 reviews,Hosted by Nikolaos,"Self check-in, Nikolaos is a Superhost, Great location",40.631166,22.9442399
247,€ 80 ,Innovative 2-BR futuristic flat in Ladadika,4 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,4.90,48,Hosted by Innovation,"Self check-in, Innovation is a Superhost, Free cancellation before May 25",40.63617,22.93799
248,€ 46 ,ifestos By Socrates Junior Houses,3 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,,Superhost · ,New,Show moreShow more. Open host profile.,Hosted by Socrates Junior Houses,"Self check-in, Socrates Junior Houses is a Superhost, Free cancellation before March 31",40.6431227,22.939386
249,€ 48 ,Top Floor Luxury Apartment with Beautiful Balcony,4 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,,,4.84,166 reviews,Hosted by Vasilis,"Dedicated workspace, Self check-in, Free cancellation before May 19",40.63621,22.93697
250,€ 70 ,"Modern,Luxury Grey Suite",6 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,4.99,103,Hosted by Δημήτρης -,"Self check-in, Δημήτρης - is a Superhost, Free cancellation before 2:00 PM on March 27",40.61527,22.9585
251,€ 70 ,beautiful house,4 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.97,29,Hosted by Lumin,"Fast wifi, Lumin is a Superhost, Free cancellation before 1:00 PM on March 27",40.60093,22.95292
252,€ 55 ,Modern cozy apartment in the heart of Thessaloniki,3 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.92,174,Hosted by Σάκης,"Self check-in, Σάκης is a Superhost, Free cancellation before May 18",40.63174,22.94711
253,€ 51 ,#ATS - Theodor Cozy Apartment,4 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,,,4.94,32 reviews,Hosted by Around,"Self check-in, Great location, Free cancellation before March 28",40.6328258,22.9439552
254,€ 68 ,Stylish central apartment!,6 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,5.0,5,Hosted by City Apartments,"Dedicated workspace, City Apartments is a Superhost, Great check-in experience",40.642138,22.9433399
255,€ 31 ,White Diamond,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,,,4.70,10 reviews,Hosted by Zoe,"Self check-in, Great check-in experience",40.6417,22.944
256,€ 85 ,Modern Studio in Downtown.,3 guests · ,, · 1 bedroom · , · 1 bath,"Guest
favorite",,5.0,8,Hosted by Natalia,"Self check-in, Great location, Free cancellation before March 31",40.6308,22.9477
257,€ 115 ,Penthouse-heart of Thessaloniki,5 guests · , · 4 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,4.93,80,Hosted by Alex,"Alex is a Superhost, Great location, Free cancellation for 48 hours",40.6304,22.94664
258,€ 65 ,Sweet apartment!!!,4 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.93,429,Hosted by Giorgos,"Self check-in, Giorgos is a Superhost, Free cancellation before April 7",40.63875,22.94964
259,€ 32 ,Spotted in Thessaloniki #10!-parking 15€/24h,2 guests · , · 1 bed · ,, · 1 bath,"Guest
favorite",Superhost · ,4.94,16,Hosted by Giannis,"Self check-in, Giannis is a Superhost, Free cancellation before 2:00 PM on March 27",40.6374,22.9357
260,€ 115 ,Blossom by halu! Cozy 2-BD apartment,4 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,,,5.0,3 reviews,Hosted by Halu!,"Self check-in, Great location, Free cancellation before April 14",40.6328286,22.9426356
261,€ 97 ,#Tiramisu by halu! Apartments,4 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,,,4.95,20 reviews,Hosted by Halu!,"Dedicated workspace, Great location, Free cancellation before April 15",40.63319,22.94279
262,€ 48 ,Two bedroom apartment in the city center,6 guests · , · 3 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,5.0,14,Hosted by Daniel,"Dedicated workspace, Self check-in, Daniel is a Superhost",40.6436,22.9397
263,€ 69 ,#Heart and Soul by halu! Apartments (Heart),2 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,,,4.80,5 reviews,Hosted by Halu!,"Dedicated workspace, Self check-in, Free cancellation before April 3",40.62854,22.95185
264,€ 56 ,Stunning room-CityCenter-Getaway,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",,4.76,21,Hosted by Marabou Unique Stay,"Great check-in experience, Free cancellation before April 27",40.6386,22.9378
265,€ 46 ,Nostalgia,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.90,105,Hosted by Ntemi And Nick,"Self check-in, Ntemi And Nick is a Superhost, Free cancellation before April 9",40.6409,22.943
266,€ 120 ,Lovely-3-bedrooms apartment center of Thessaloniki,5 guests · , · 3 beds · , · 3 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,4.93,46,Hosted by Nana,"Dedicated workspace, Self check-in, Free cancellation for 48 hours",40.63549,22.95058
267,€ 47 ,360° City Center Loft with Parking,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.99,273,Hosted by Sarantos,"Great for remote work, Self check-in, Free cancellation before April 12",40.6173,22.958
268,€ 54 ,Cozy Apartment in City  Center!!!!,4 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,,Superhost · ,4.91,104 reviews,Hosted by Elena,"Dedicated workspace, Self check-in, Elena is a Superhost",40.63898,22.94602
269,€ 95 ,Seaside Paradise Perea Apartment,4 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,5.0,12,Hosted by Maria,"Maria is a Superhost, Great location, Great check-in experience",40.5083,22.9221
270,€ 55 ,Modern cozy apartment in the heart of Thessaloniki,3 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.92,174,Hosted by Σάκης,"Self check-in, Σάκης is a Superhost, Free cancellation before May 18",40.63174,22.94711
271,€ 51 ,#ATS - Theodor Cozy Apartment,4 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,,,4.94,32 reviews,Hosted by Around,"Self check-in, Great location, Free cancellation before March 28",40.6328258,22.9439552
272,€ 68 ,Stylish central apartment!,6 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,5.0,5,Hosted by City Apartments,"Dedicated workspace, City Apartments is a Superhost, Great check-in experience",40.642138,22.9433399
273,€ 31 ,White Diamond,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,,,4.70,10 reviews,Hosted by Zoe,"Self check-in, Great check-in experience",40.6417,22.944
274,€ 85 ,Modern Studio in Downtown.,3 guests · ,, · 1 bedroom · , · 1 bath,"Guest
favorite",,5.0,8,Hosted by Natalia,"Self check-in, Great location, Free cancellation before March 31",40.6308,22.9477
275,€ 115 ,Penthouse-heart of Thessaloniki,5 guests · , · 4 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,4.93,80,Hosted by Alex,"Alex is a Superhost, Great location, Free cancellation for 48 hours",40.6304,22.94664
276,€ 65 ,Sweet apartment!!!,4 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.93,429,Hosted by Giorgos,"Self check-in, Giorgos is a Superhost, Free cancellation before April 7",40.63875,22.94964
277,€ 32 ,Spotted in Thessaloniki #10!-parking 15€/24h,2 guests · , · 1 bed · ,, · 1 bath,"Guest
favorite",Superhost · ,4.94,16,Hosted by Giannis,"Self check-in, Giannis is a Superhost, Free cancellation before 2:00 PM on March 27",40.6374,22.9357
278,€ 115 ,Blossom by halu! Cozy 2-BD apartment,4 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,,,5.0,3 reviews,Hosted by Halu!,"Self check-in, Great location, Free cancellation before April 14",40.6328286,22.9426356
279,€ 97 ,#Tiramisu by halu! Apartments,4 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,,,4.95,20 reviews,Hosted by Halu!,"Dedicated workspace, Great location, Free cancellation before April 15",40.63319,22.94279
280,€ 48 ,Two bedroom apartment in the city center,6 guests · , · 3 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,5.0,14,Hosted by Daniel,"Dedicated workspace, Self check-in, Daniel is a Superhost",40.6436,22.9397
281,€ 69 ,#Heart and Soul by halu! Apartments (Heart),2 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,,,4.80,5 reviews,Hosted by Halu!,"Dedicated workspace, Self check-in, Free cancellation before April 3",40.62854,22.95185
282,€ 56 ,Stunning room-CityCenter-Getaway,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",,4.76,21,Hosted by Marabou Unique Stay,"Great check-in experience, Free cancellation before April 27",40.6386,22.9378
283,€ 46 ,Nostalgia,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.90,105,Hosted by Ntemi And Nick,"Self check-in, Ntemi And Nick is a Superhost, Free cancellation before April 9",40.6409,22.943
284,€ 120 ,Lovely-3-bedrooms apartment center of Thessaloniki,5 guests · , · 3 beds · , · 3 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,4.93,46,Hosted by Nana,"Dedicated workspace, Self check-in, Free cancellation for 48 hours",40.63549,22.95058
285,€ 47 ,360° City Center Loft with Parking,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.99,273,Hosted by Sarantos,"Great for remote work, Self check-in, Free cancellation before April 12",40.6173,22.958
286,€ 54 ,Cozy Apartment in City  Center!!!!,4 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,,Superhost · ,4.91,104 reviews,Hosted by Elena,"Dedicated workspace, Self check-in, Elena is a Superhost",40.63898,22.94602
287,€ 95 ,Seaside Paradise Perea Apartment,4 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,5.0,12,Hosted by Maria,"Maria is a Superhost, Great location, Great check-in experience",40.5083,22.9221
288,€ 55 ,Modern cozy apartment in the heart of Thessaloniki,3 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.92,174,Hosted by Σάκης,"Self check-in, Σάκης is a Superhost, Free cancellation before May 18",40.63174,22.94711
289,€ 51 ,#ATS - Theodor Cozy Apartment,4 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,,,4.94,32 reviews,Hosted by Around,"Self check-in, Great location, Free cancellation before March 28",40.6328258,22.9439552
290,€ 68 ,Stylish central apartment!,6 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,5.0,5,Hosted by City Apartments,"Dedicated workspace, City Apartments is a Superhost, Great check-in experience",40.642138,22.9433399
291,€ 31 ,White Diamond,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,,,4.70,10 reviews,Hosted by Zoe,"Self check-in, Great check-in experience",40.6417,22.944
292,€ 85 ,Modern Studio in Downtown.,3 guests · ,, · 1 bedroom · , · 1 bath,"Guest
favorite",,5.0,8,Hosted by Natalia,"Self check-in, Great location, Free cancellation before March 31",40.6308,22.9477
293,€ 115 ,Penthouse-heart of Thessaloniki,5 guests · , · 4 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,4.93,80,Hosted by Alex,"Alex is a Superhost, Great location, Free cancellation for 48 hours",40.6304,22.94664
294,€ 65 ,Sweet apartment!!!,4 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.93,429,Hosted by Giorgos,"Self check-in, Giorgos is a Superhost, Free cancellation before April 7",40.63875,22.94964
295,€ 32 ,Spotted in Thessaloniki #10!-parking 15€/24h,2 guests · , · 1 bed · ,, · 1 bath,"Guest
favorite",Superhost · ,4.94,16,Hosted by Giannis,"Self check-in, Giannis is a Superhost, Free cancellation before 2:00 PM on March 27",40.6374,22.9357
296,€ 115 ,Blossom by halu! Cozy 2-BD apartment,4 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,,,5.0,3 reviews,Hosted by Halu!,"Self check-in, Great location, Free cancellation before April 14",40.6328286,22.9426356
297,€ 97 ,#Tiramisu by halu! Apartments,4 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,,,4.95,20 reviews,Hosted by Halu!,"Dedicated workspace, Great location, Free cancellation before April 15",40.63319,22.94279
298,€ 48 ,Two bedroom apartment in the city center,6 guests · , · 3 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,5.0,14,Hosted by Daniel,"Dedicated workspace, Self check-in, Daniel is a Superhost",40.6436,22.9397
299,€ 69 ,#Heart and Soul by halu! Apartments (Heart),2 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,,,4.80,5 reviews,Hosted by Halu!,"Dedicated workspace, Self check-in, Free cancellation before April 3",40.62854,22.95185
300,€ 56 ,Stunning room-CityCenter-Getaway,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",,4.76,21,Hosted by Marabou Unique Stay,"Great check-in experience, Free cancellation before April 27",40.6386,22.9378
301,€ 46 ,Nostalgia,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.90,105,Hosted by Ntemi And Nick,"Self check-in, Ntemi And Nick is a Superhost, Free cancellation before April 9",40.6409,22.943
302,€ 120 ,Lovely-3-bedrooms apartment center of Thessaloniki,5 guests · , · 3 beds · , · 3 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,4.93,46,Hosted by Nana,"Dedicated workspace, Self check-in, Free cancellation for 48 hours",40.63549,22.95058
303,€ 47 ,360° City Center Loft with Parking,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.99,273,Hosted by Sarantos,"Great for remote work, Self check-in, Free cancellation before April 12",40.6173,22.958
304,€ 54 ,Cozy Apartment in City  Center!!!!,4 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,,Superhost · ,4.91,104 reviews,Hosted by Elena,"Dedicated workspace, Self check-in, Elena is a Superhost",40.63898,22.94602
305,€ 95 ,Seaside Paradise Perea Apartment,4 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,5.0,12,Hosted by Maria,"Maria is a Superhost, Great location, Great check-in experience",40.5083,22.9221
306,€ 55 ,Modern cozy apartment in the heart of Thessaloniki,3 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.92,174,Hosted by Σάκης,"Self check-in, Σάκης is a Superhost, Free cancellation before May 18",40.63174,22.94711
307,€ 51 ,#ATS - Theodor Cozy Apartment,4 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,,,4.94,32 reviews,Hosted by Around,"Self check-in, Great location, Free cancellation before March 28",40.6328258,22.9439552
308,€ 68 ,Stylish central apartment!,6 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,5.0,5,Hosted by City Apartments,"Dedicated workspace, City Apartments is a Superhost, Great check-in experience",40.642138,22.9433399
309,€ 31 ,White Diamond,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,,,4.70,10 reviews,Hosted by Zoe,"Self check-in, Great check-in experience",40.6417,22.944
310,€ 85 ,Modern Studio in Downtown.,3 guests · ,, · 1 bedroom · , · 1 bath,"Guest
favorite",,5.0,8,Hosted by Natalia,"Self check-in, Great location, Free cancellation before March 31",40.6308,22.9477
311,€ 115 ,Penthouse-heart of Thessaloniki,5 guests · , · 4 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,4.93,80,Hosted by Alex,"Alex is a Superhost, Great location, Free cancellation for 48 hours",40.6304,22.94664
312,€ 65 ,Sweet apartment!!!,4 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.93,429,Hosted by Giorgos,"Self check-in, Giorgos is a Superhost, Free cancellation before April 7",40.63875,22.94964
313,€ 32 ,Spotted in Thessaloniki #10!-parking 15€/24h,2 guests · , · 1 bed · ,, · 1 bath,"Guest
favorite",Superhost · ,4.94,16,Hosted by Giannis,"Self check-in, Giannis is a Superhost, Free cancellation before 2:00 PM on March 27",40.6374,22.9357
314,€ 115 ,Blossom by halu! Cozy 2-BD apartment,4 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,,,5.0,3 reviews,Hosted by Halu!,"Self check-in, Great location, Free cancellation before April 14",40.6328286,22.9426356
315,€ 97 ,#Tiramisu by halu! Apartments,4 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,,,4.95,20 reviews,Hosted by Halu!,"Dedicated workspace, Great location, Free cancellation before April 15",40.63319,22.94279
316,€ 48 ,Two bedroom apartment in the city center,6 guests · , · 3 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,5.0,14,Hosted by Daniel,"Dedicated workspace, Self check-in, Daniel is a Superhost",40.6436,22.9397
317,€ 69 ,#Heart and Soul by halu! Apartments (Heart),2 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,,,4.80,5 reviews,Hosted by Halu!,"Dedicated workspace, Self check-in, Free cancellation before April 3",40.62854,22.95185
318,€ 56 ,Stunning room-CityCenter-Getaway,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",,4.76,21,Hosted by Marabou Unique Stay,"Great check-in experience, Free cancellation before April 27",40.6386,22.9378
319,€ 46 ,Nostalgia,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.90,105,Hosted by Ntemi And Nick,"Self check-in, Ntemi And Nick is a Superhost, Free cancellation before April 9",40.6409,22.943
320,€ 120 ,Lovely-3-bedrooms apartment center of Thessaloniki,5 guests · , · 3 beds · , · 3 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,4.93,46,Hosted by Nana,"Dedicated workspace, Self check-in, Free cancellation for 48 hours",40.63549,22.95058
321,€ 47 ,360° City Center Loft with Parking,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.99,273,Hosted by Sarantos,"Great for remote work, Self check-in, Free cancellation before April 12",40.6173,22.958
322,€ 54 ,Cozy Apartment in City  Center!!!!,4 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,,Superhost · ,4.91,104 reviews,Hosted by Elena,"Dedicated workspace, Self check-in, Elena is a Superhost",40.63898,22.94602
323,€ 95 ,Seaside Paradise Perea Apartment,4 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,5.0,12,Hosted by Maria,"Maria is a Superhost, Great location, Great check-in experience",40.5083,22.9221
324,€ 55 ,Modern cozy apartment in the heart of Thessaloniki,3 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.92,174,Hosted by Σάκης,"Self check-in, Σάκης is a Superhost, Free cancellation before May 18",40.63174,22.94711
325,€ 51 ,#ATS - Theodor Cozy Apartment,4 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,,,4.94,32 reviews,Hosted by Around,"Self check-in, Great location, Free cancellation before March 28",40.6328258,22.9439552
326,€ 68 ,Stylish central apartment!,6 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,5.0,5,Hosted by City Apartments,"Dedicated workspace, City Apartments is a Superhost, Great check-in experience",40.642138,22.9433399
327,€ 31 ,White Diamond,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,,,4.70,10 reviews,Hosted by Zoe,"Self check-in, Great check-in experience",40.6417,22.944
328,€ 85 ,Modern Studio in Downtown.,3 guests · ,, · 1 bedroom · , · 1 bath,"Guest
favorite",,5.0,8,Hosted by Natalia,"Self check-in, Great location, Free cancellation before March 31",40.6308,22.9477
329,€ 115 ,Penthouse-heart of Thessaloniki,5 guests · , · 4 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,4.93,80,Hosted by Alex,"Alex is a Superhost, Great location, Free cancellation for 48 hours",40.6304,22.94664
330,€ 65 ,Sweet apartment!!!,4 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.93,429,Hosted by Giorgos,"Self check-in, Giorgos is a Superhost, Free cancellation before April 7",40.63875,22.94964
331,€ 32 ,Spotted in Thessaloniki #10!-parking 15€/24h,2 guests · , · 1 bed · ,, · 1 bath,"Guest
favorite",Superhost · ,4.94,16,Hosted by Giannis,"Self check-in, Giannis is a Superhost, Free cancellation before 2:00 PM on March 27",40.6374,22.9357
332,€ 115 ,Blossom by halu! Cozy 2-BD apartment,4 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,,,5.0,3 reviews,Hosted by Halu!,"Self check-in, Great location, Free cancellation before April 14",40.6328286,22.9426356
333,€ 97 ,#Tiramisu by halu! Apartments,4 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,,,4.95,20 reviews,Hosted by Halu!,"Dedicated workspace, Great location, Free cancellation before April 15",40.63319,22.94279
334,€ 48 ,Two bedroom apartment in the city center,6 guests · , · 3 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,5.0,14,Hosted by Daniel,"Dedicated workspace, Self check-in, Daniel is a Superhost",40.6436,22.9397
335,€ 69 ,#Heart and Soul by halu! Apartments (Heart),2 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,,,4.80,5 reviews,Hosted by Halu!,"Dedicated workspace, Self check-in, Free cancellation before April 3",40.62854,22.95185
336,€ 56 ,Stunning room-CityCenter-Getaway,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",,4.76,21,Hosted by Marabou Unique Stay,"Great check-in experience, Free cancellation before April 27",40.6386,22.9378
